Levels,Environment,Competitive,Classes,Lab,Sports,Toilet,Sports_Competition,Students_per_class,Langugae,Timings,Meetings,Fests,Field_trips,Water,Mid_day_meal,Quality_of_food,Assessment,Region,Happiness
hard,learner,moderate,6,yes,04-May,bad,sometimes,21-30,telugu,7,half yearly,once,once,always,no,excellent,monthly,E,7.813639089
hard,learner,highly,10,yes,02-Mar,better,never,41-50,hindi,5,Quarterly,once,twice,sometimes,no,can be improved,weekly,J,9.643477639
moderate,knowledge,moderate,8,yes,02-Mar,better,never,31-40,hindi,6,annually,twice,never,sometimes,no,excellent,never,A,5.522346389
easy,knowledge,not,6,yes,02-Mar,bad,never,41-50,hindi,6,annually,never,never,always,yes,can be improved,monthly,C,2.34984157
easy,learner,not,6,no,04-May,better,sometimes,21-30,english,5,annually,once,once,never,yes,excellent,monthly,D,3.350958328
easy,learner,moderate,8,no,02-Mar,hygiene,never,21-30,telugu,6,half yearly,twice,never,always,yes,excellent,weekly,B,2.935334525
hard,learner,not,8,yes,04-May,better,never,31-40,hindi,5,half yearly,twice,twice,sometimes,yes,excellent,monthly,I,1.832334975
moderate,Assessment,not,8,no,02-Mar,better,never,41-50,telugu,6,annually,never,never,always,yes,good,weekly,C,9.12195398
hard,learner,not,6,not always,02-Mar,hygiene,sometimes,41-50,telugu,6,Quarterly,once,once,always,no,good,monthly,F,3.437768459
easy,Assessment,moderate,8,yes,06-Aug,hygiene,yes,41-50,hindi,5,Quarterly,twice,twice,always,no,good,never,C,9.273294362
moderate,knowledge,not,8,not always,04-May,hygiene,never,21-30,hindi,7,Quarterly,never,never,never,yes,can be improved,never,K,1.067540015
easy,Assessment,highly,6,not always,02-Mar,hygiene,yes,41-50,hindi,6,annually,once,twice,sometimes,yes,good,monthly,G,1.499565187
moderate,learner,highly,6,yes,02-Mar,hygiene,yes,31-40,telugu,7,Quarterly,never,twice,sometimes,yes,excellent,monthly,A,1.952743279
moderate,learner,not,8,not always,06-Aug,better,yes,31-40,hindi,5,annually,never,once,never,no,excellent,never,J,4.923102131
hard,Assessment,highly,10,yes,06-Aug,bad,yes,31-40,telugu,7,annually,once,once,sometimes,no,good,weekly,J,6.897463536
moderate,knowledge,not,6,not always,02-Mar,hygiene,sometimes,41-50,telugu,5,annually,never,never,always,yes,good,monthly,H,5.436927976
moderate,Assessment,not,10,yes,06-Aug,hygiene,sometimes,21-30,english,6,Quarterly,once,once,always,no,good,monthly,K,6.653288841
hard,learner,highly,6,no,04-May,hygiene,never,21-30,english,7,half yearly,once,once,never,yes,good,weekly,I,8.219368617
moderate,learner,not,8,no,02-Mar,bad,sometimes,41-50,hindi,5,half yearly,never,twice,always,yes,excellent,never,K,1.57655983
easy,knowledge,moderate,8,no,04-May,better,sometimes,31-40,telugu,5,Quarterly,never,twice,never,yes,can be improved,monthly,A,4.906605619
easy,knowledge,moderate,10,not always,06-Aug,hygiene,yes,31-40,english,6,annually,twice,never,never,no,excellent,never,D,2.884006312
hard,Assessment,not,10,yes,02-Mar,hygiene,yes,21-30,telugu,5,annually,twice,twice,sometimes,no,excellent,never,C,2.015443751
easy,learner,moderate,10,yes,02-Mar,better,yes,21-30,telugu,7,Quarterly,twice,twice,never,yes,good,never,E,5.206919651
hard,Assessment,moderate,10,yes,02-Mar,bad,yes,41-50,hindi,6,half yearly,once,never,always,no,can be improved,monthly,A,9.347965563
hard,Assessment,not,6,no,02-Mar,hygiene,never,31-40,english,7,annually,once,twice,always,no,good,weekly,B,6.099918823
easy,Assessment,not,10,not always,04-May,better,sometimes,41-50,telugu,6,half yearly,once,never,always,no,good,never,K,4.551002225
hard,learner,not,8,not always,04-May,bad,yes,31-40,hindi,6,annually,twice,twice,never,yes,can be improved,monthly,D,3.033032775
moderate,learner,not,6,no,02-Mar,bad,never,21-30,english,7,annually,never,never,sometimes,yes,excellent,never,I,5.623919285
hard,Assessment,not,10,yes,06-Aug,hygiene,never,31-40,hindi,5,Quarterly,never,never,never,yes,good,weekly,G,2.814541483
moderate,Assessment,moderate,6,no,04-May,better,sometimes,31-40,telugu,5,Quarterly,twice,twice,sometimes,yes,can be improved,weekly,J,3.32152944
moderate,knowledge,highly,6,no,06-Aug,better,yes,41-50,english,5,annually,twice,once,always,yes,good,never,B,2.216969034
hard,Assessment,highly,6,no,06-Aug,bad,never,21-30,telugu,6,annually,twice,never,always,no,can be improved,monthly,H,9.018950138
hard,knowledge,highly,10,not always,02-Mar,better,never,41-50,hindi,6,half yearly,twice,twice,never,no,excellent,weekly,I,3.422637473
hard,learner,not,6,no,06-Aug,better,yes,21-30,english,5,Quarterly,never,twice,always,no,good,monthly,I,3.053545404
moderate,learner,not,8,yes,04-May,better,never,31-40,english,6,annually,never,once,never,yes,excellent,never,C,2.887217628
moderate,Assessment,highly,10,yes,04-May,hygiene,sometimes,21-30,hindi,7,Quarterly,once,twice,always,no,excellent,weekly,A,3.871937233
hard,learner,highly,8,yes,04-May,bad,yes,41-50,hindi,7,annually,once,never,never,no,excellent,monthly,A,6.14865899
easy,learner,moderate,10,not always,02-Mar,better,sometimes,41-50,hindi,6,half yearly,once,twice,sometimes,yes,can be improved,never,A,9.421178305
easy,learner,moderate,8,no,04-May,bad,never,21-30,telugu,6,annually,never,never,always,no,good,never,K,7.040851042
hard,knowledge,moderate,10,not always,02-Mar,better,yes,41-50,telugu,7,half yearly,never,once,sometimes,yes,can be improved,weekly,I,2.173457956
hard,learner,not,6,no,06-Aug,better,never,31-40,telugu,5,annually,never,twice,always,no,can be improved,never,B,6.147088668
hard,knowledge,moderate,10,no,02-Mar,bad,sometimes,21-30,english,7,Quarterly,twice,once,never,yes,can be improved,weekly,C,8.725867583
easy,learner,moderate,10,no,04-May,bad,yes,41-50,telugu,6,annually,never,once,sometimes,yes,can be improved,monthly,F,7.27477709
moderate,knowledge,highly,8,not always,02-Mar,better,yes,31-40,english,7,half yearly,once,once,always,no,excellent,weekly,H,1.073394056
moderate,learner,moderate,10,no,06-Aug,bad,sometimes,41-50,telugu,6,half yearly,twice,twice,always,no,excellent,monthly,K,2.540956634
moderate,knowledge,not,8,no,02-Mar,better,never,31-40,hindi,6,Quarterly,once,once,never,yes,good,never,I,6.328372368
hard,Assessment,highly,8,no,06-Aug,hygiene,sometimes,21-30,telugu,5,Quarterly,never,twice,never,yes,can be improved,never,D,5.08720724
moderate,Assessment,not,10,not always,04-May,bad,sometimes,31-40,english,7,Quarterly,twice,never,never,yes,excellent,weekly,F,5.359433118
moderate,Assessment,highly,10,yes,04-May,better,sometimes,31-40,telugu,7,Quarterly,never,once,never,yes,can be improved,monthly,C,1.732490499
moderate,learner,moderate,6,not always,04-May,bad,sometimes,31-40,english,7,Quarterly,once,never,sometimes,no,excellent,never,J,6.769869708
easy,knowledge,not,10,no,06-Aug,hygiene,sometimes,41-50,hindi,5,half yearly,twice,once,sometimes,yes,good,monthly,I,9.029804603
moderate,learner,moderate,6,yes,04-May,bad,never,31-40,telugu,7,half yearly,once,once,sometimes,no,good,never,E,2.421098826
moderate,Assessment,not,6,yes,06-Aug,better,never,41-50,telugu,5,annually,once,twice,never,no,good,monthly,J,9.862816263
hard,Assessment,moderate,10,yes,04-May,hygiene,never,41-50,telugu,5,Quarterly,twice,never,never,no,can be improved,monthly,K,4.499702106
moderate,Assessment,not,8,yes,04-May,bad,sometimes,21-30,telugu,6,half yearly,never,once,sometimes,no,can be improved,monthly,E,4.444209384
moderate,knowledge,highly,10,not always,02-Mar,better,yes,41-50,telugu,6,half yearly,twice,once,sometimes,no,good,weekly,A,1.202196215
hard,knowledge,moderate,6,no,06-Aug,bad,sometimes,21-30,hindi,7,Quarterly,twice,never,sometimes,no,good,monthly,K,5.942641812
easy,learner,not,10,yes,06-Aug,bad,sometimes,21-30,english,6,Quarterly,never,never,never,no,can be improved,monthly,D,7.384841931
moderate,knowledge,not,10,not always,06-Aug,hygiene,sometimes,41-50,hindi,6,half yearly,never,twice,always,no,good,weekly,C,2.740373069
hard,knowledge,not,8,no,04-May,better,sometimes,21-30,telugu,7,annually,twice,once,always,no,can be improved,weekly,K,6.118903121
moderate,Assessment,highly,10,yes,02-Mar,hygiene,sometimes,21-30,english,7,Quarterly,twice,once,sometimes,yes,can be improved,never,E,1.912043317
easy,learner,moderate,6,yes,02-Mar,hygiene,yes,31-40,telugu,7,Quarterly,twice,twice,always,no,excellent,weekly,I,3.160222384
moderate,knowledge,not,10,no,02-Mar,better,never,21-30,telugu,7,annually,never,twice,sometimes,yes,excellent,monthly,A,7.014538297
easy,learner,moderate,8,not always,02-Mar,hygiene,never,41-50,hindi,6,half yearly,never,never,always,yes,excellent,weekly,J,2.516708031
easy,knowledge,highly,10,yes,04-May,bad,never,41-50,hindi,5,Quarterly,twice,never,never,no,excellent,monthly,G,1.127238418
hard,Assessment,moderate,10,not always,02-Mar,bad,yes,31-40,hindi,6,annually,never,once,always,yes,excellent,never,D,4.467656367
moderate,learner,not,8,yes,06-Aug,hygiene,yes,41-50,english,7,half yearly,once,twice,sometimes,no,can be improved,monthly,H,5.541473817
hard,learner,not,8,not always,04-May,bad,yes,31-40,telugu,6,half yearly,never,twice,never,no,excellent,never,A,5.7155849
hard,Assessment,highly,10,no,04-May,bad,yes,31-40,hindi,6,Quarterly,once,never,always,no,can be improved,weekly,B,2.109239017
moderate,learner,moderate,6,no,02-Mar,better,yes,21-30,english,6,annually,twice,once,always,yes,can be improved,monthly,I,2.12390184
moderate,Assessment,not,10,no,04-May,hygiene,sometimes,41-50,hindi,6,Quarterly,never,twice,never,no,good,monthly,A,6.711710478
easy,knowledge,highly,6,yes,06-Aug,hygiene,yes,31-40,hindi,7,annually,never,once,never,no,can be improved,monthly,G,3.3924768
easy,Assessment,highly,8,not always,02-Mar,hygiene,never,31-40,english,5,annually,once,once,sometimes,no,excellent,monthly,B,9.101498515
easy,Assessment,highly,10,no,04-May,better,never,21-30,telugu,5,annually,never,never,sometimes,no,can be improved,never,F,6.183997819
moderate,learner,not,10,no,04-May,hygiene,never,21-30,english,7,half yearly,never,once,always,no,good,monthly,A,7.026311311
moderate,knowledge,not,6,yes,04-May,hygiene,sometimes,21-30,telugu,5,annually,twice,twice,never,no,can be improved,never,E,7.204199265
hard,knowledge,highly,6,yes,06-Aug,hygiene,yes,41-50,english,7,half yearly,never,never,sometimes,no,excellent,never,A,1.989182565
hard,learner,not,8,yes,04-May,better,yes,21-30,english,6,half yearly,twice,never,never,no,good,never,F,8.108082842
moderate,learner,highly,8,not always,06-Aug,bad,never,31-40,telugu,5,half yearly,twice,twice,sometimes,yes,can be improved,weekly,D,1.350765287
moderate,Assessment,highly,6,not always,04-May,better,never,41-50,english,5,half yearly,once,once,never,no,excellent,weekly,C,4.200525428
easy,knowledge,not,10,no,04-May,hygiene,sometimes,31-40,english,7,half yearly,twice,never,never,no,can be improved,weekly,G,2.499620255
moderate,learner,moderate,10,not always,02-Mar,bad,sometimes,41-50,english,5,half yearly,twice,once,always,yes,good,monthly,C,1.441010928
moderate,Assessment,not,6,no,02-Mar,better,sometimes,31-40,hindi,6,annually,never,once,always,no,can be improved,never,D,7.164253582
easy,learner,highly,6,not always,02-Mar,bad,sometimes,21-30,hindi,5,half yearly,once,twice,always,no,excellent,weekly,E,9.013099602
moderate,knowledge,highly,8,no,04-May,better,yes,31-40,hindi,5,annually,never,never,always,yes,good,monthly,E,2.518183638
moderate,knowledge,moderate,10,no,02-Mar,bad,never,21-30,hindi,5,Quarterly,twice,never,never,no,can be improved,monthly,F,6.65228003
moderate,learner,highly,6,yes,04-May,bad,sometimes,41-50,english,5,annually,never,once,never,no,good,weekly,B,9.122085568
moderate,Assessment,moderate,8,yes,02-Mar,hygiene,yes,31-40,hindi,5,half yearly,twice,once,always,yes,can be improved,monthly,E,5.74050504
hard,Assessment,highly,6,no,04-May,better,yes,21-30,telugu,7,annually,never,once,always,no,can be improved,monthly,G,7.660341092
moderate,learner,highly,6,no,04-May,better,sometimes,21-30,english,6,half yearly,never,twice,sometimes,yes,can be improved,weekly,J,1.472691487
moderate,knowledge,highly,10,no,06-Aug,hygiene,never,31-40,english,6,Quarterly,once,never,never,yes,good,weekly,K,8.577911031
hard,Assessment,moderate,8,yes,04-May,hygiene,yes,31-40,english,7,half yearly,never,twice,always,no,can be improved,monthly,G,2.817441092
moderate,knowledge,moderate,10,yes,04-May,hygiene,never,21-30,telugu,6,Quarterly,never,twice,sometimes,no,excellent,weekly,B,4.998497762
hard,Assessment,not,8,not always,02-Mar,hygiene,never,31-40,telugu,7,half yearly,twice,twice,sometimes,yes,can be improved,weekly,A,3.092200301
hard,knowledge,not,6,no,06-Aug,better,yes,41-50,telugu,5,annually,twice,twice,never,no,good,never,A,7.560081213
hard,Assessment,highly,8,yes,02-Mar,better,sometimes,21-30,telugu,5,annually,never,never,sometimes,no,excellent,monthly,G,1.033954244
hard,learner,not,10,no,04-May,better,sometimes,41-50,english,6,annually,once,once,sometimes,yes,can be improved,monthly,C,1.407169768
moderate,knowledge,highly,8,not always,02-Mar,better,never,21-30,telugu,6,annually,once,twice,always,no,excellent,never,B,6.306343877
moderate,knowledge,highly,10,yes,02-Mar,hygiene,sometimes,41-50,hindi,7,annually,never,twice,sometimes,no,good,weekly,K,2.046351061
moderate,knowledge,moderate,6,no,04-May,better,never,21-30,hindi,5,annually,once,once,sometimes,yes,excellent,weekly,H,8.531378456
moderate,knowledge,highly,8,not always,06-Aug,hygiene,yes,41-50,telugu,7,annually,never,twice,never,yes,excellent,weekly,K,6.443195968
moderate,knowledge,not,8,no,04-May,better,yes,31-40,hindi,7,half yearly,once,never,always,yes,can be improved,weekly,G,1.574015902
moderate,Assessment,moderate,6,no,04-May,hygiene,sometimes,31-40,telugu,6,Quarterly,once,once,sometimes,no,good,never,G,7.072821094
moderate,learner,not,8,not always,06-Aug,bad,yes,21-30,telugu,6,half yearly,once,twice,always,no,excellent,monthly,C,9.324919473
hard,learner,moderate,6,not always,02-Mar,better,sometimes,21-30,telugu,5,annually,twice,twice,always,yes,can be improved,weekly,C,5.132399691
moderate,learner,not,6,yes,06-Aug,bad,never,31-40,hindi,5,annually,never,never,sometimes,no,can be improved,weekly,D,6.101339565
hard,knowledge,moderate,10,yes,02-Mar,better,never,41-50,telugu,7,annually,once,twice,never,yes,good,monthly,K,4.029767544
moderate,Assessment,highly,10,yes,04-May,bad,sometimes,41-50,hindi,6,half yearly,once,never,sometimes,yes,can be improved,weekly,K,7.1100095
hard,learner,moderate,6,no,02-Mar,hygiene,never,41-50,telugu,7,Quarterly,never,twice,always,no,can be improved,weekly,B,8.554431934
easy,learner,moderate,10,yes,04-May,better,yes,21-30,english,6,half yearly,never,twice,always,no,excellent,monthly,F,4.380141538
moderate,Assessment,highly,8,yes,04-May,hygiene,never,41-50,telugu,7,annually,never,twice,never,yes,can be improved,never,I,9.073374484
moderate,learner,highly,6,no,04-May,better,never,41-50,english,7,annually,never,once,sometimes,yes,good,never,G,4.502267442
hard,Assessment,not,10,yes,02-Mar,bad,yes,41-50,telugu,5,Quarterly,never,twice,never,yes,good,monthly,F,1.109951816
moderate,Assessment,not,10,not always,04-May,hygiene,never,21-30,english,5,half yearly,once,never,always,yes,can be improved,never,I,4.013029469
hard,learner,moderate,10,no,06-Aug,bad,sometimes,31-40,english,7,Quarterly,twice,twice,never,yes,excellent,never,H,7.48977791
moderate,knowledge,moderate,8,no,06-Aug,bad,sometimes,41-50,english,6,annually,twice,twice,never,yes,good,never,C,7.898153012
hard,Assessment,not,6,not always,04-May,bad,never,31-40,hindi,5,half yearly,twice,once,always,yes,good,monthly,J,9.951352415
easy,knowledge,highly,10,no,04-May,hygiene,sometimes,31-40,hindi,7,annually,once,never,always,no,can be improved,weekly,D,5.158318071
easy,knowledge,moderate,8,no,02-Mar,hygiene,never,31-40,telugu,7,Quarterly,twice,never,never,yes,excellent,monthly,G,1.661835325
hard,learner,not,6,no,02-Mar,bad,never,21-30,english,6,half yearly,twice,twice,never,yes,excellent,monthly,F,1.416764573
moderate,knowledge,moderate,6,yes,02-Mar,hygiene,yes,41-50,telugu,7,annually,once,never,never,no,can be improved,weekly,C,6.083064828
moderate,Assessment,highly,10,not always,06-Aug,hygiene,yes,41-50,hindi,6,annually,once,twice,never,no,can be improved,weekly,A,9.615829607
moderate,knowledge,highly,6,not always,02-Mar,hygiene,yes,41-50,telugu,5,annually,never,once,always,yes,excellent,monthly,B,1.754334246
hard,learner,not,8,yes,06-Aug,hygiene,never,31-40,english,6,annually,once,once,sometimes,no,excellent,never,B,8.617133964
hard,Assessment,moderate,6,yes,04-May,better,sometimes,31-40,hindi,7,half yearly,once,once,sometimes,no,excellent,monthly,H,9.634529137
moderate,Assessment,highly,6,not always,04-May,hygiene,yes,41-50,telugu,6,annually,never,twice,always,no,good,monthly,B,1.341065775
moderate,knowledge,moderate,10,no,02-Mar,better,never,21-30,telugu,7,Quarterly,once,never,sometimes,no,can be improved,weekly,G,1.710726294
easy,learner,not,10,not always,04-May,hygiene,yes,21-30,telugu,7,half yearly,never,once,never,no,good,weekly,A,2.868058042
hard,Assessment,moderate,10,yes,06-Aug,better,yes,31-40,english,5,half yearly,twice,never,sometimes,no,excellent,weekly,B,7.74647865
easy,Assessment,not,10,yes,04-May,better,never,41-50,english,5,annually,never,once,sometimes,yes,good,weekly,A,5.832146541
hard,knowledge,not,6,not always,04-May,better,never,31-40,telugu,7,annually,once,never,sometimes,no,excellent,monthly,H,2.241030862
hard,learner,highly,6,yes,02-Mar,bad,yes,41-50,english,6,Quarterly,once,twice,sometimes,no,excellent,never,C,9.361611399
easy,knowledge,not,8,no,04-May,hygiene,yes,21-30,telugu,5,annually,once,never,always,yes,excellent,weekly,E,3.444433654
hard,Assessment,moderate,6,not always,02-Mar,hygiene,yes,21-30,telugu,7,annually,twice,once,never,no,can be improved,never,I,8.500456767
easy,Assessment,highly,10,no,04-May,better,never,21-30,english,6,Quarterly,once,never,always,yes,good,never,K,4.875038437
moderate,Assessment,not,6,no,04-May,better,sometimes,31-40,telugu,7,half yearly,twice,once,always,no,good,never,D,2.352745672
easy,knowledge,not,6,no,06-Aug,bad,never,41-50,hindi,6,half yearly,never,twice,sometimes,no,good,never,I,2.421644891
hard,Assessment,moderate,8,no,02-Mar,hygiene,sometimes,21-30,hindi,5,half yearly,never,twice,always,yes,can be improved,weekly,D,7.184166888
